appkey,published,review_title,review_content,review_score,date,product_title,product_url,display_name,email,md_customer_country,rating
N/A,TRUE, Replacement , I had ordered a bottle of oil by mail and didn't come. I called and they sent another bottle by Fed ex and I got it in2 days. Nice people to deal with. ,,2020-06-18 03:00:00 UTC,Product Broad Spectrum CBD Oil Tincture,https://yotpo.com/go/uR3I3yEL,John,,US,5.0 star rating
N/A,TRUE, Replacement , I had ordered a bottle of oil by mail and didn't come. I called and they sent another bottle by Fed ex and I got it in2 days. Nice people to deal with. ,,2020-06-18 03:00:00 UTC,Product Broad Spectrum CBD Oil Tincture,https://yotpo.com/go/uR3I3yEL,John,,US,5.0 star rating
N/A,TRUE, Really Impressed! , I was originally introduced to Medterra when I suffered a back injury and was having trouble sleeping due to pain. Taking CDB consistently allowed me to actually fall asleep but most importantly stay asleep! When I saw that they were introducing broad spectrum I was super excited! I definitely think the broad spectrum is stronger but it definitely helps me sleep and stay asleep which anyone with back pain knows is a true struggle. I won’t ever be without this stuff ,,2020-05-21 03:00:00 UTC,Product Broad Spectrum CBD Oil Tincture,https://yotpo.com/go/uR3I3yEL,Hayley H.,,US,5.0 star rating
N/A,TRUE, Really Impressed! , I was originally introduced to Medterra when I suffered a back injury and was having trouble sleeping due to pain. Taking CDB consistently allowed me to actually fall asleep but most importantly stay asleep! When I saw that they were introducing broad spectrum I was super excited! I definitely think the broad spectrum is stronger but it definitely helps me sleep and stay asleep which anyone with back pain knows is a true struggle. I won‚Äôt ever be without this stuff ,,2020-05-21 03:00:00 UTC,Product Broad Spectrum CBD Oil Tincture,https://yotpo.com/go/uR3I3yEL,Hayley H.,,US,5.0 star rating
N/A,TRUE, Great quality CBD! ," I decided to try Medterra because I needed to switch from full spectrum to broad spectrum CBD, and needed something to help. I've tried both the citrus and strawberry mint flavor and I'm super happy with both! Will continue to buy! And I definitely recommend it ",,2020-03-31 03:00:00 UTC,Product Broad Spectrum CBD Oil Tincture,https://yotpo.com/go/uR3I3yEL,Catt,,US,5.0 star rating
N/A,TRUE, Great quality CBD! ," I decided to try Medterra because I needed to switch from full spectrum to broad spectrum CBD, and needed something to help. I've tried both the citrus and strawberry mint flavor and I'm super happy with both! Will continue to buy! And I definitely recommend it ",,2020-03-31 03:00:00 UTC,Product Broad Spectrum CBD Oil Tincture,https://yotpo.com/go/uR3I3yEL,Catt,,US,5.0 star rating
N/A,TRUE, Love the feeling and the taste ," I am a big believer in other cannabinoids beyond CBD. I had previously used Charlotte's Web tinctures, but they always left me tired if I took too much. I started using CBD isolate because it didn't leave me as tired, but still provided relief. Broad Spectrum seems to be the perfect balance. You can definitely feel the effects much better physically and mentally. Also, the citrus flavor is awesome. I put it in my tea every morning. Maybe the strawberry mint tastes good, but seems like a weird flavor. ",,2020-03-20 03:00:00 UTC,Product Broad Spectrum CBD Oil Tincture,https://yotpo.com/go/uR3I3yEL,Steve M.,,US,5.0 star rating
N/A,TRUE, Love the feeling and the taste ," I am a big believer in other cannabinoids beyond CBD. I had previously used Charlotte's Web tinctures, but they always left me tired if I took too much. I started using CBD isolate because it didn't leave me as tired, but still provided relief. Broad Spectrum seems to be the perfect balance. You can definitely feel the effects much better physically and mentally. Also, the citrus flavor is awesome. I put it in my tea every morning. Maybe the strawberry mint tastes good, but seems like a weird flavor. ",,2020-03-20 03:00:00 UTC,Product Broad Spectrum CBD Oil Tincture,https://yotpo.com/go/uR3I3yEL,Steve M.,,US,5.0 star rating
N/A,TRUE, It's great. Helped some pain , It's great. Helped some pain in my ankle from an accident. ,,2020-10-01 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,Paige D.,,US,5.0 star rating
N/A,TRUE, Really helped recovery from muscle , Really helped recovery from muscle injury in upper leg. Great pain relief and healing. ,,2020-09-30 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,Mike P.,,US,5.0 star rating
N/A,TRUE," Awesome product , great pain "," Awesome product , great pain relief with this product ",,2020-09-29 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,Don E.,,US,5.0 star rating
N/A,TRUE, bought this for my mom , bought this for my mom and she LOVES it. It has really been helping her shoulder and back! ,,2020-09-28 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,Bethany B.,,US,5.0 star rating
N/A,TRUE, Great product , Great product ,,2020-09-28 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,Leslie J.,,US,5.0 star rating
N/A,TRUE, Hi! It was 500mg and , Hi! It was 500mg and it’s helpful. I like it. Thank you also to golf star Paige Spiranac who warmly recommended me your Medterra product. Bernie ,,2020-09-27 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,Bernie D.,,US,5.0 star rating
N/A,TRUE, Just a small amount helps ," Just a small amount helps treat my cramps and sore muscles fast. I am very happy with my purchase, and shall buy from again. ",,2020-09-27 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,Kristina C.,,US,5.0 star rating
N/A,TRUE, Works well , Works well ,,2020-09-26 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,C.A. V.,,US,5.0 star rating
N/A,TRUE, Love this cream Realy helps , Love this cream Realy helps pain ,,2020-09-25 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,Carolann K.,,US,5.0 star rating
N/A,TRUE, This cream has immediate results , This cream has immediate results and you can feel the difference after application ,,2020-09-21 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,Team A.,,US,5.0 star rating
N/A,TRUE, My husband and I LOVE , My husband and I LOVE Medterra products! We have had so much success that we have introduced to many family and friends with similar success! ,,2020-09-30 03:00:00 UTC,Product CBD Gel Capsules - 50mg,https://yotpo.com/go/68XqIf6q,Larkin N.,,US,5.0 star rating
N/A,TRUE, Awesome. Easy to take and , Awesome. Easy to take and take along ,,2020-09-24 03:00:00 UTC,Product CBD Gel Capsules - 50mg,https://yotpo.com/go/68XqIf6q,Cindy B.,,US,5.0 star rating
N/A,TRUE, works , works ,,2020-09-22 03:00:00 UTC,Product CBD Gel Capsules - 50mg,https://yotpo.com/go/68XqIf6q,Erwin B.,,US,5.0 star rating
N/A,TRUE, Very good CBD GEL CAPSULES. , Very good CBD GEL CAPSULES. Some of the best i have ever had. ,,2020-09-22 03:00:00 UTC,Product CBD Gel Capsules - 50mg,https://yotpo.com/go/68XqIf6q,Scott H.,,US,5.0 star rating
N/A,TRUE, Great product and really works. , Great product and really works. ,,2020-09-07 03:00:00 UTC,Product CBD Gel Capsules - 50mg,https://yotpo.com/go/68XqIf6q,Paul G.,,US,5.0 star rating
N/A,TRUE, They are very handy. much , They are very handy. much better than gummys or hard candy. ,,2020-09-05 03:00:00 UTC,Product CBD Gel Capsules - 50mg,https://yotpo.com/go/68XqIf6q,Douglas J.,,US,5.0 star rating
N/A,TRUE, The 50mg gel capsules have , The 50mg gel capsules have really helped ,,2020-09-03 03:00:00 UTC,Product CBD Gel Capsules - 50mg,https://yotpo.com/go/68XqIf6q,Leighanne J.,,US,5.0 star rating
N/A,TRUE, Great product and easy to , Great product and easy to take. ,,2020-09-01 03:00:00 UTC,Product CBD Gel Capsules - 50mg,https://yotpo.com/go/68XqIf6q,David J.,,US,5.0 star rating
N/A,TRUE, Five Stars EXCELLENT , Five Stars EXCELLENT ,,2020-08-28 03:00:00 UTC,Product CBD Gel Capsules - 50mg,https://yotpo.com/go/68XqIf6q,John B.,,US,5.0 star rating
N/A,TRUE, More convenient than the oil. , More convenient than the oil. ,,2020-08-28 03:00:00 UTC,Product CBD Gel Capsules - 50mg,https://yotpo.com/go/68XqIf6q,John M.,,US,5.0 star rating
N/A,TRUE, I add a little in ," I add a little in my coffee in the morning. It really doesn't dissolve well, but not a problem. After a few sips of coffee its all gone. I like knowing that I have this boost each day. ",,2020-09-27 03:00:00 UTC,Product Medterra Immune Boost Drops 750mg,https://yotpo.com/go/qw1L8Zo6,Jon B.,,US,5.0 star rating
N/A,TRUE, I cannot comment on the ," I cannot comment on the immune boost, as I am staying home in this time of Covid. I will probably continue to purchase this. ",,2020-09-27 03:00:00 UTC,Product Medterra Immune Boost Drops 750mg,https://yotpo.com/go/qw1L8Zo6,Sandra D.,,US,5.0 star rating
N/A,TRUE, I love this product just , I love this product just as I love all the products I have tried from you all. They are the best and I have used lots of other companies products but yours is hands down better. Thank you for such wonderful products. ,,2020-09-26 03:00:00 UTC,Product Medterra Immune Boost Drops 750mg,https://yotpo.com/go/qw1L8Zo6,Rita R.,,US,5.0 star rating
N/A,TRUE, I love this product just , I love this product just as I love all the products I have tried from you all. They are the best and I have used lots of other companies products but yours is hands down better. Thank you for such wonderful products. ,,2020-09-26 03:00:00 UTC,Product Medterra Immune Boost Drops 750mg,https://yotpo.com/go/qw1L8Zo6,Rita R.,,US,5.0 star rating
N/A,TRUE, Excellent product. , Excellent product. ,,2020-09-24 03:00:00 UTC,Product Medterra Immune Boost Drops 750mg,https://yotpo.com/go/qw1L8Zo6,Ivone S.,,US,5.0 star rating
N/A,TRUE, After taking Immune boost drop , After taking Immune boost drop for almost 30 days i feel like this product is helping me. I have had less problems and symptom with my allergies than i had been experiencing. I think this is a great product and will continue to use. The taste is pleasant with no after taste. great product. ,,2020-09-24 03:00:00 UTC,Product Medterra Immune Boost Drops 750mg,https://yotpo.com/go/qw1L8Zo6,Barry K.,,US,5.0 star rating
N/A,TRUE, Not one complaint ! Great , Not one complaint ! Great stuff ,,2020-09-23 03:00:00 UTC,Product Medterra Immune Boost Drops 750mg,https://yotpo.com/go/qw1L8Zo6,Rachel J.,,US,5.0 star rating
N/A,TRUE, ☆☆☆☆☆ , ☆☆☆☆☆ ,,2020-09-22 03:00:00 UTC,Product Medterra Immune Boost Drops 750mg,https://yotpo.com/go/qw1L8Zo6,Susan W.,,US,5.0 star rating
N/A,TRUE, Tastes great. I like the , Tastes great. I like the fact it has immune support. Especially in this day and time. Great product! ,,2020-09-19 03:00:00 UTC,Product Medterra Immune Boost Drops 750mg,https://yotpo.com/go/qw1L8Zo6,Robert C.,,US,5.0 star rating
N/A,TRUE, Good stuff , Good stuff ,,2020-09-14 03:00:00 UTC,Product Medterra Immune Boost Drops 750mg,https://yotpo.com/go/qw1L8Zo6,Charles K.,,US,5.0 star rating
N/A,TRUE, Keep coming back after years! , Keep coming back after years! ,,2020-10-01 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Chris A.,,US,5.0 star rating
N/A,TRUE, I have good energy now! , I have good energy now! I love it! ,,2020-09-14 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Christy R.,,US,5.0 star rating
N/A,TRUE, Better than Folgers in your , Better than Folgers in your cup ,,2020-08-26 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Patch,,US,5.0 star rating
N/A,TRUE, I am enjoying golf again , I am enjoying golf again with the calming consentration I get from MedTerra CBD ,,2020-08-25 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Harold R.,,US,5.0 star rating
N/A,TRUE, This is a must have , This is a must have product for me! Clarity + a little boost of clean energy. I must have told 15 people about this so far. ❤️ ,,2020-08-25 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Audrey G.,,US,5.0 star rating
N/A,TRUE, works , works ,,2020-08-19 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Peter M.,,US,5.0 star rating
N/A,TRUE, works , works ,,2020-08-19 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Caren H.,,US,5.0 star rating
N/A,TRUE, works , works ,,2020-08-19 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Caren H.,,US,5.0 star rating
N/A,TRUE," Energy, no jitters, "," Energy, no jitters, ",,2020-08-18 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Victor P.,,US,5.0 star rating
N/A,TRUE, I feel better when taking , I feel better when taking it ,,2020-08-15 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Denise B.,,US,5.0 star rating
N/A,TRUE, Definitely does it job!!!!! Thank , Definitely does it job!!!!! Thank you ,,2020-10-01 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Nancey O.,,US,5.0 star rating
N/A,TRUE, Great product! , Great product! ,,2020-09-29 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Judy D.,,US,5.0 star rating
N/A,TRUE, Works real well calms me , Works real well calms me down. ,,2020-09-28 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Keith M.,,US,5.0 star rating
N/A,TRUE, Tastes great! It seems to , Tastes great! It seems to be helping. Defiantly will order again. ,,2020-09-22 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Elizabeth L.,,US,5.0 star rating
N/A,TRUE, Great!!!! , Great!!!! ,,2020-09-22 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Terra H.,,US,5.0 star rating
N/A,TRUE, Great!!!! , Great!!!! ,,2020-09-22 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Terra H.,,US,5.0 star rating
N/A,TRUE, This product has helped my , This product has helped my elderly mom It's a great product!!! ,,2020-09-17 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Judy D.,,US,5.0 star rating
N/A,TRUE, Great product.Helps to relieve everyday , Great product.Helps to relieve everyday stress. ,,2020-09-16 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Craig G.,,US,5.0 star rating
N/A,TRUE," These taste like heaven, it’s "," These taste like heaven, it’s hard to only have a little! They work very well...honestly only need a very little bit for it to work for me. Just takes the edge off and helps me relax before bed. ",,2020-09-15 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Stephanie B.,,US,5.0 star rating
N/A,TRUE, Amazing!!! I am usually a ," Amazing!!! I am usually a very anxious person, however I started this new job and am handling THE MOST stressful job (addiction nurse at an inpatient facility) with grace and more confidence than I have ever had!!!! ",,2020-09-11 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Lori B.,,US,5.0 star rating
N/A,TRUE, Did not feel any different , Did not feel any different after taking ,,2020-08-25 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Penn P.,,US,1.0 star rating
N/A,TRUE, They don't work. , It doesn't give me energy. I've even taken 3 pills at once (1 and a half serving) and still nothing. ,,2020-07-03 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Basem,,US,1.0 star rating
N/A,TRUE, They don't work. , It doesn't give me energy. I've even taken 3 pills at once (1 and a half serving) and still nothing. ,,2020-07-03 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Basem,,US,1.0 star rating
N/A,TRUE, I was hoping for energy. , I was hoping for energy. It did nothing for me ,,2020-06-02 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Dawn M.,,US,1.0 star rating
N/A,TRUE, Have not seen the results , Have not seen the results compared to the price. ,,2020-03-18 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Tyler R.,,US,1.0 star rating
N/A,TRUE, I tried it twice and , I tried it twice and it just made me tired. I’d like to try something different ,,2019-10-30 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Allison H.,,US,1.0 star rating
N/A,TRUE, I tried it twice and , I tried it twice and it just made me tired. I‚Äôd like to try something different ,,2019-10-30 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Allison H.,,US,1.0 star rating
N/A,TRUE, No reaction , No reaction ,,2019-10-09 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Pat W.,,US,1.0 star rating
N/A,TRUE, Too much other stuff. , Too much other stuff. ,,2019-10-08 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Donald D.,,US,1.0 star rating
N/A,TRUE," Unfortunately, doesn't do anything for "," Unfortunately, doesn't do anything for me. ",,2019-10-01 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Anne R.,,US,1.0 star rating
N/A,TRUE, Havent slept this well in , Havent slept this well in a LONG time. Thank you Medterra!! ,,2020-09-30 03:00:00 UTC,Product CBD MedOil Sleeping Pills,https://yotpo.com/go/gZmfETrS,Larkin N.,,US,5.0 star rating
N/A,TRUE, After a long day on ," After a long day on the golf course carrying a bag, I can say I get deeper sleep and better recovery by taking them. I like the flavor and also how they dissolve under the tongue make them really good. ",,2020-09-27 03:00:00 UTC,Product CBD MedOil Sleeping Pills,https://yotpo.com/go/gZmfETrS,Jon B.,,US,5.0 star rating
N/A,TRUE, Melatonin with CBD provides me , Melatonin with CBD provides me with a great night’s sleep! ,,2020-09-24 03:00:00 UTC,Product CBD MedOil Sleeping Pills,https://yotpo.com/go/gZmfETrS,Lee R.,,US,5.0 star rating
N/A,TRUE," Wow! These work! Took 2, "," Wow! These work! Took 2, and felt like I slept for days, starting taking just one. Perfect now! ",,2020-09-22 03:00:00 UTC,Product CBD MedOil Sleeping Pills,https://yotpo.com/go/gZmfETrS,Robert C.,,US,5.0 star rating
N/A,TRUE, Love them! No grogginess in , Love them! No grogginess in the AM! ,,2020-09-21 03:00:00 UTC,Product CBD MedOil Sleeping Pills,https://yotpo.com/go/gZmfETrS,MaryJane C.,,US,5.0 star rating
N/A,TRUE, Love them! , Love them! ,,2020-09-16 03:00:00 UTC,Product CBD MedOil Sleeping Pills,https://yotpo.com/go/gZmfETrS,Randi M.,,US,5.0 star rating
N/A,TRUE, definitely notice a difference when , definitely notice a difference when I run out of these. They make the transition from sleepy to actually being asleep a lot easier. ,,2020-09-14 03:00:00 UTC,Product CBD MedOil Sleeping Pills,https://yotpo.com/go/gZmfETrS,Lauren A.,,US,5.0 star rating
N/A,TRUE," Works well, quickly fall into "," Works well, quickly fall into a restful sleep and awake refreshed ",,2020-09-05 03:00:00 UTC,Product CBD MedOil Sleeping Pills,https://yotpo.com/go/gZmfETrS,Steve D.,,US,5.0 star rating
N/A,TRUE, These work far better than , These work far better than any sleeping aid I've tried before. Amazing!!! ,,2020-09-05 03:00:00 UTC,Product CBD MedOil Sleeping Pills,https://yotpo.com/go/gZmfETrS,Lee H.,,US,5.0 star rating
N/A,TRUE, I been using these for , I been using these for a few weeks and seems to be Helping me fall asleep. Definitely would suggest giving it a try. ,,2020-09-01 03:00:00 UTC,Product CBD MedOil Sleeping Pills,https://yotpo.com/go/gZmfETrS,Vinny O.,,US,5.0 star rating
N/A,TRUE, I really haven't noticed any , I really haven't noticed any difference in taking this ,,2020-05-30 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Rob V.,,US,2.0 star rating
N/A,TRUE, Not what I was expecting , Not what I was expecting ,,2020-05-27 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Ardit S.,,US,2.0 star rating
N/A,TRUE, Well they taste good. But , Well they taste good. But I don't think I felt any calmer. In this day and age I need something a little stronger. ,,2020-05-25 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Frank P.,,US,2.0 star rating
N/A,TRUE, I could not feel anything , I could not feel anything from one gummy...so I tried taking more at once until I was up to four and getting a stomach ache from it. Still nothing besides a stomach ache. ,,2020-06-14 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Monica T.,,US,1.0 star rating
N/A,TRUE, Sorry did nothing for me , Sorry did nothing for me won’t order again ,,2020-06-02 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Laura T.,,US,1.0 star rating
N/A,TRUE, Sorry did nothing for me , Sorry did nothing for me won‚Äôt order again ,,2020-06-02 03:00:00 UTC,Product Medterra Keep Calm Tropical Punch Gummy 30 Count,https://yotpo.com/go/sNg7l68y,Laura T.,,US,1.0 star rating
N/A,TRUE, I really can't tell what , I really can't tell what it is doing. Not much of a effect that I can tell ,,2019-09-25 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Tamara H.,,US,3.0 star rating
N/A,TRUE," Didn't notice any difference, but "," Didn't notice any difference, but you get 25 mg of CBD ",,2020-08-22 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Julius L.,,US,2.0 star rating
N/A,TRUE, I am still working on , I am still working on my 30 day test trial and haven‚Äôt notice any different thing in my mornings. ,,2020-05-19 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Don R.,,US,2.0 star rating
N/A,TRUE, I am still working on , I am still working on my 30 day test trial and haven’t notice any different thing in my mornings. ,,2020-05-19 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Don R.,,US,2.0 star rating
N/A,TRUE, Eh ," First time taking purchasing a Medterra CBD product and this might not be the one for me. I’m not sure what they mean by “energy,” but these have made me feel tired and ready for a nap. Perhaps not enough caffeine. ",,2020-04-29 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Gio,,US,2.0 star rating
N/A,TRUE, Eh ," First time taking purchasing a Medterra CBD product and this might not be the one for me. I‚Äôm not sure what they mean by ‚Äúenergy,‚Äù but these have made me feel tired and ready for a nap. Perhaps not enough caffeine. ",,2020-04-29 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Gio,,US,2.0 star rating
N/A,TRUE, I thought I ordered the , I thought I ordered the gel caps but got something else. Not as good a product in my estimation. ,,2019-10-14 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Richard K.,,US,2.0 star rating
N/A,TRUE, It made me shaking and , It made me shaking and caused nausea ,,2019-10-11 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Devon L.,,US,2.0 star rating
N/A,TRUE, No real impact except a , No real impact except a recent skin condition. So will stop for now. Please cancel any additional shipments. ,,2019-10-09 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,Ke B.,,US,2.0 star rating
N/A,TRUE, no real change after taking , no real change after taking it ,,2020-08-29 03:00:00 UTC,Product Good Morning,https://yotpo.com/go/zqM6eNe0,JOHNNIE B.,,US,1.0 star rating
N/A,TRUE, Did not relieve pain. I ," Did not relieve pain. I was hopeful that for the price it was going to work, but didn‚Äôt notice improvement in pain in my arthritic hands and wrists. ",,2020-05-26 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,Mike C.,,US,1.0 star rating
N/A,TRUE, Does not even dull the , Does not even dull the pain to areas I apply to daily. Sad it doesn't help considering how much it cost. ,,2020-05-25 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,Natalie A.,,US,1.0 star rating
N/A,TRUE, I did notseem to get , I did notseem to get the relief I had hoped for. ,,2020-05-24 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,Vera F.,,US,1.0 star rating
N/A,TRUE, It did not relieve any , It did not relieve any pain in my knee. ,,2020-05-22 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,Mary M.,,US,1.0 star rating
N/A,TRUE, Figured I would try for , Figured I would try for second time for my lower back arthritis. Doesn’t do much still inflamed ,,2020-05-22 03:00:00 UTC,Product 500mg Medterra Pain Cream 1.7oz,https://yotpo.com/go/3c0EgJYV,Daniel M.,,US,1.0 star rating
